sample.ID,date,day,day.number,sample.type,water.type,location,specific,source.ID,captive.wild,dead,age,clutch,mass,CL,CW,PL,PW,H,days.since.previous,mass.diff,CL.diff,CW.diff,PL.diff,PW.diff,H.diff,mass.diff.per.day,CL.diff.per.day,CW.diff.per.day,PL.diff.per.day,PW.diff.per.day,H.diff.per.day,mass.mean.diff.per.day,CL.mean.diff.per.day,CW.mean.diff.per.day,PL.mean.diff.per.day,PW.mean.diff.per.day,H.mean.diff.per.day,days.since.last.measure,shannon,simpson,rich,even,rich.rare.1000,rich.rare.10000,read.depth,date.sc,BCI,year,location.general,type.location.water.type,type.location.gen.water.type,read.depth.sc,specific.wild,specific.year
C01,2018-09-18,Tuesday,NA,cloaca,NA,PW,PW,PW19,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.785516892,0.954176731,163,0.743168931,140.8792475,159.4499007,33968,-1.373978368,NA,2018,Wild,cloaca PW ,cloaca Wild ,0.782616222,PW,2018
C02,2018-09-20,Thursday,NA,cloaca,NA,PW,PW,1L8R9R,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.260236571,0.933542978,119,0.682182952,107.504069,118.1410409,19537,-1.362376232,NA,2018,Wild,cloaca PW ,cloaca Wild ,-0.980034814,PW,2018
C03,2018-09-20,Thursday,NA,cloaca,NA,PW,PW,1L3R8R,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.942060275,0.917946929,86,0.660491892,78.73247508,85.68143258,14269,-1.362376232,NA,2018,Wild,cloaca PW ,cloaca Wild ,-1.62348611,PW,2018
C04,2018-09-20,Thursday,NA,cloaca,NA,PW,PW,1L2L12L,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.322724029,0.929025665,107,0.711073345,90.20696095,103.3796514,30067,-1.362376232,NA,2018,Wild,cloaca PW ,cloaca Wild ,0.306134919,PW,2018
C05,2018-10-11,Thursday,NA,cloaca,NA,PW,PW,PW70,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.331912205,0.918546262,130,0.684517437,113.3966134,127.2195364,28116,-1.240553803,NA,2018,Wild,cloaca PW ,cloaca Wild ,0.067833195,PW,2018
C06,2018-10-11,Thursday,NA,cloaca,NA,PW,PW,PW11,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.426443207,0.941072817,126,0.708487072,111.1147414,123.7957161,32478,-1.240553803,NA,2018,Wild,cloaca PW ,cloaca Wild ,0.600622595,PW,2018
C07,2018-10-11,Thursday,NA,cloaca,NA,PW,PW,PW17,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.288370987,0.930404824,100,0.714060687,92.20160992,99.49461025,18918,-1.240553803,NA,2018,Wild,cloaca PW ,cloaca Wild ,-1.055641562,PW,2018
C08,2019-02-21,Thursday,C7,cloaca,NA,Cosley,tub1a,06-84-male-100870,captive,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.241520876,0.93861528,87,0.725836894,79.95134059,86.32667427,16786,-0.469011749,NA,2019,Cosley,cloaca Cosley ,cloaca Cosley ,-1.316051237,tub1a,tub1a
C09,2019-02-21,Thursday,C7,cloaca,NA,Cosley,tub1b,07-60-male,captive,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.949698247,0.907762198,90,0.655516225,79.96785116,88.81414663,25565,-0.469011749,NA,2019,Cosley,cloaca Cosley ,cloaca Cosley ,-0.243754553,tub1b,tub1b
C10,2019-02-21,Thursday,C7,cloaca,NA,Cosley,tub2,06-100- male-1000821,captive,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.042801075,0.896274585,109,0.648598474,95.1476548,106.7728353,30055,-0.469011749,NA,2019,Cosley,cloaca Cosley ,cloaca Cosley ,0.304669198,tub2,tub2
C11,2019-02-21,Thursday,C7,cloaca,NA,Cosley,tub3,05-137-male-100966,captive,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.868294173,0.894822423,92,0.634327352,84.03834473,91.21639867,29006,-0.469011749,NA,2019,Cosley,cloaca Cosley ,cloaca Cosley ,0.176540799,tub3,tub3
C14,2019-06-05,Wednesday,NA,cloaca,NA,PW,marsh1,PW54,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.561696803,0.949580801,115,0.75063177,105.2674241,113.5280482,21562,0.13429933,NA,2019,Wild,cloaca PW ,cloaca Wild ,-0.73269448,PW,2019
C15,2019-06-05,Wednesday,NA,cloaca,NA,PW,marsh1,PW19,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.697190782,0.942927839,148,0.739850657,133.0524248,145.3632425,26389,0.13429933,NA,2019,Wild,cloaca PW ,cloaca Wild ,-0.143108412,PW,2019
C16,2019-06-05,Wednesday,NA,cloaca,NA,PW,marsh1,PW17,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.765250529,0.960065882,132,0.771124979,119.5461679,129.860371,31630,0.13429933,NA,2019,Wild,cloaca PW ,cloaca Wild ,0.497045013,PW,2019
C17,2019-06-05,Wednesday,NA,cloaca,NA,PW,marsh1,PW11,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.656425131,0.953489573,138,0.742081769,119.7806276,134.4235582,35032,0.13429933,NA,2019,Wild,cloaca PW ,cloaca Wild ,0.912576773,PW,2019
C18,2019-06-05,Wednesday,NA,cloaca,NA,PW,marsh1,PW56,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.336566328,0.923504697,118,0.699389415,108.7193527,117.7176351,14875,0.13429933,NA,2019,Wild,cloaca PW ,cloaca Wild ,-1.549467225,PW,2019
C19,2019-06-05,Wednesday,NA,cloaca,NA,PW,marsh2,PW16,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.387968059,0.929491217,134,0.691727006,114.6206213,130.1951045,32449,0.13429933,NA,2019,Wild,cloaca PW ,cloaca Wild ,0.597080437,PW,2019
C20,2019-06-05,Wednesday,NA,cloaca,NA,PW,marsh3,PW14,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.579614737,0.943055919,142,0.722304208,123.6132341,139.1393799,32001,0.13429933,NA,2019,Wild,cloaca PW ,cloaca Wild ,0.542360205,PW,2019
C21,2019-06-07,Friday,NA,cloaca,NA,TC,TC,TC03-077,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.936437438,0.964551333,142,0.794304844,131.9644318,141.1385431,20003,0.145901466,NA,2019,Wild,cloaca TC ,cloaca Wild ,-0.923116001,TC,2019
C22,2019-06-07,Friday,NA,cloaca,NA,TC,TC,TC209H,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70456119,0.959961603,111,0.786609499,102.8536932,110.4948148,21389,0.145901466,NA,2019,Wild,cloaca TC ,cloaca Wild ,-0.753825284,TC,2019
C23,2019-06-07,Friday,NA,cloaca,NA,TC,TC,TC215H,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.762194212,0.955447827,125,0.779194232,118.4979143,124.9207534,13273,0.145901466,NA,2019,Wild,cloaca TC ,cloaca Wild ,-1.745140911,TC,2019
C24,2019-08-08,Thursday,C7,cloaca,NA,Cosley,tub11,18-121,captive,N,juvenile,NA,71.35,76.25,59.69,70.92,42.4,31.52,43,5.96,2.71,2.13,3.24,1.81,0.78,0.138604651,0.063023256,0.049534884,0.075348837,0.042093023,0.018139535,0.195003648,0.114206027,0.080790753,0.118048008,0.066791729,0.043259129,-20,3.690373048,0.941338733,160,0.727142199,138.8942699,156.0216769,25236,0.505567686,1.00606317,2019,Cosley,cloaca Cosley ,cloaca Cosley ,-0.283939723,tub11,tub11
C25,2019-08-08,Thursday,C7,cloaca,NA,Cosley,tub11,18-123,captive,N,juvenile,NA,66.9,74.01,58.26,71.33,43.04,31.76,43,7.05,3.89,2.7,4.51,2.8,1.58,0.163953488,0.090465116,0.062790698,0.104883721,0.065116279,0.036744186,0.187924399,0.118260125,0.084386519,0.125300469,0.068659764,0.048127812,-20,3.78009986,0.949666991,139,0.766059343,127.7981597,137.8750445,22518,0.505567686,0.937894294,2019,Cosley,cloaca Cosley ,cloaca Cosley ,-0.615925415,tub11,tub11
C26,2019-08-08,Thursday,C7,cloaca,NA,Cosley,tub11,18-124,captive,N,juvenile,NA,61.81,73.85,57.57,69.01,40.85,29.17,43,6.04,2.41,1.36,2.65,1.98,1.04,0.140465116,0.056046512,0.031627907,0.061627907,0.046046512,0.024186047,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,-20,3.63849893,0.944380579,141,0.735234485,123.9768613,137.7606798,26023,0.505567686,0.895667295,2019,Cosley,cloaca Cosley ,cloaca Cosley ,-0.187812887,tub11,tub11
C27,2019-08-08,Thursday,C7,cloaca,NA,Cosley,tub11,18-141,captive,N,juvenile,NA,69.41,74.84,59.39,70.57,41.53,30.88,43,9.19,3.6,2.25,3.42,1.97,1.57,0.21372093,0.08372093,0.052325581,0.079534884,0.045813953,0.036511628,0.201630737,0.130404686,0.091482712,0.126979722,0.066425522,0.052580458,-20,3.362369523,0.933482069,117,0.706057689,104.7401435,115.006043,27267,0.505567686,0.98356242,2019,Cosley,cloaca Cosley ,cloaca Cosley ,-0.035866529,tub11,tub11
C28,2019-08-08,Thursday,C7,cloaca,NA,Cosley,tub11,18-156,captive,N,juvenile,NA,61.89,71.56,57.73,66.36,39.85,28.98,43,6.7,2.8,1.57,2.69,1.93,0.95,0.155813953,0.065116279,0.036511628,0.06255814,0.044883721,0.022093023,0.173957332,0.111954515,0.077755204,0.109773571,0.059070579,0.040405857,-20,3.454069327,0.919042148,148,0.69119924,128.2324454,144.2664236,30234,0.505567686,0.932640145,2019,Cosley,cloaca Cosley ,cloaca Cosley ,0.326532862,tub11,tub11
P01,2018-09-18,Tuesday,NA,plastron,NA,PW,PW,PW19,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.893779995,0.952573309,172,0.756441801,162.3350858,171.272217,19453,-1.373978368,NA,2018,Wild,plastron PW ,plastron Wild ,-0.990294857,PW,2018
P10,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub7,18-134,captive,N,juvenile,TC205H,12.01,38.53,33.87,34.74,23.55,17.13,24,0.84,1.04,0.6,0.82,0.56,0.62,0.035,0.043333333,0.025,0.034166667,0.023333333,0.025833333,0.07982748,0.071450876,0.04655852,0.066971721,0.033419312,0.029261928,10,3.378116509,0.927622499,131,0.692918929,115.3146328,128.540355,26621,-1.118731373,0.345710996,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.114771149,tub7,tub7
P100,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub11,18-123,captive,N,juvenile,NA,59.85,70.12,55.56,66.82,40.24,30.18,24,8.58,2.79,1.7,3.3,1.72,1.02,0.3575,0.11625,0.070833333,0.1375,0.071666667,0.0425,0.187924399,0.118260125,0.084386519,0.125300469,0.068659764,0.048127812,7,3.558750457,0.935488537,147,0.713114624,127.0813991,141.9017017,34302,0.099492921,0.895689913,2019,Cosley,plastron Cosley ,plastron Cosley ,0.82341211,tub11,tub11
P101,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub11,18-124,captive,N,juvenile,NA,55.77,71.44,56.21,66.36,38.87,28.13,24,4.34,0.96,1.08,1.39,0.52,0.85,0.180833333,0.04,0.045,0.057916667,0.021666667,0.035416667,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,7,3.583663114,0.944525118,143,0.722098591,125.6275671,139.6364491,35744,0.099492921,0.840415913,2019,Cosley,plastron Cosley ,plastron Cosley ,0.999542855,tub11,tub11
P102,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub11,18-138,captive,N,juvenile,NA,52.35,66.87,54.33,60.55,38.42,28.16,24,6.37,1.47,1.09,1.78,1.23,6.02,0.265416667,0.06125,0.045416667,0.074166667,0.05125,0.250833333,0.157590454,0.115017594,0.086710211,0.106747055,0.066270857,0.027346367,7,3.764964222,0.953876194,160,0.741839464,137.6339877,154.2326704,36063,0.099492921,0.864574732,2019,Cosley,plastron Cosley ,plastron Cosley ,1.038506592,tub11,tub11
P103,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub11,18-141,captive,N,juvenile,NA,60.22,71.24,57.14,67.15,39.56,29.31,24,5.39,2.2,2.22,1.84,1.4,0.51,0.224583333,0.091666667,0.0925,0.076666667,0.058333333,0.02125,0.201630737,0.130404686,0.091482712,0.126979722,0.066425522,0.052580458,7,3.603572107,0.955771888,120,0.752705655,107.0305303,117.8454202,24524,0.099492921,0.896798213,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.370905805,tub11,tub11
P104,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub4,18-136,captive,N,juvenile,TC205H,27.72,53.6,45.04,50.35,30.67,22.87,24,4.01,3.13,2.46,3.12,1.72,1.2,0.167083333,0.130416667,0.1025,0.13,0.071666667,0.05,0.07753647,0.06928219,0.050437524,0.069445349,0.03482678,0.030381495,7,3.566248076,0.939567674,147,0.714617022,133.6887108,145.4895238,26522,0.099492921,0.550546177,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.126863343,tub4,tub4
P105,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub4,18-159,captive,N,juvenile,PW11,27.69,55.53,45.94,48.86,29,22.93,24,2.7,2.55,1.41,2.33,0.99,1.21,0.1125,0.10625,0.05875,0.097083333,0.04125,0.050416667,0.070974081,0.057392223,0.042693336,0.054157594,0.026917378,0.022157066,7,4.032378599,0.957706451,188,0.770060783,162.8612249,182.3323599,30472,0.099492921,0.566721244,2019,Cosley,plastron Cosley ,plastron Cosley ,0.355602986,tub4,tub4
P106,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub5,18-148,captive,N,juvenile,PW11,26.08,54.6,45.48,47.75,29.23,22.57,24,1.36,1.55,1.45,1.31,0.41,0.44,0.056666667,0.064583333,0.060416667,0.054583333,0.017083333,0.018333333,0.054650506,0.051608584,0.039524903,0.049666584,0.023498673,0.016385396,7,3.155614762,0.881664133,142,0.636748362,120.0637155,137.1737641,34884,0.099492921,0.54617801,2019,Cosley,plastron Cosley ,plastron Cosley ,0.894499553,tub5,tub5
P107,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub6,18-134,captive,N,juvenile,TC205H,31.58,56.7,46.7,51.83,32.22,23.51,24,2.28,1.31,0.93,1.06,0.95,0.58,0.095,0.054583333,0.03875,0.044166667,0.039583333,0.024166667,0.07982748,0.071450876,0.04655852,0.066971721,0.033419312,0.029261928,7,3.453191083,0.919903498,141,0.697789175,125.0117492,137.3652511,27994,0.099492921,0.609299633,2019,Cosley,plastron Cosley ,plastron Cosley ,0.052931704,tub6,tub6
P108,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub6,18-149,captive,N,juvenile,PW11,32.95,58.46,48.11,52.88,30.58,24.08,24,4.37,2.76,2.03,2.53,1.07,1.08,0.182083333,0.115,0.084583333,0.105416667,0.044583333,0.045,0.106265948,0.070244633,0.047158133,0.066868241,0.032596575,0.028613896,7,3.223621364,0.899310526,135,0.657174472,120.1338751,132.7640012,26354,0.099492921,0.623108926,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.14738343,tub6,tub6
P109,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub8,18-127,captive,N,juvenile,PW15,36.65,60.18,49.64,55.4,33.37,24.82,24,3.1,1.71,1.44,1.78,1.54,0.77,0.129166667,0.07125,0.06,0.074166667,0.064166667,0.032083333,0.104845008,0.082145011,0.060822953,0.079934896,0.041429175,0.031029788,7,3.273686253,0.906639388,154,0.649933901,129.5816452,149.8634959,37481,0.099492921,0.661552347,2019,Cosley,plastron Cosley ,plastron Cosley ,1.211705897,tub8,tub8
P11,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub7,18-135,captive,N,juvenile,TC205H,12.39,38.89,34.62,36.02,23.3,16.8,24,0.81,1.09,1.42,0.87,0.76,-1.06,0.03375,0.045416667,0.059166667,0.03625,0.031666667,-0.044166667,0.128065493,0.092393778,0.072873217,0.093295681,0.049597459,0.035769655,10,3.326108184,0.902041809,168,0.64912794,139.1415095,160.4799684,32743,-1.118731373,0.343975569,2018,Cosley,plastron Cosley ,plastron Cosley ,0.632990589,tub7,tub7
P110,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub8,18-130,captive,N,juvenile,PW56,40.01,60.9,48.71,56.48,33.52,27.01,24,4.64,2.19,1.18,2.61,1.58,1.74,0.193333333,0.09125,0.049166667,0.10875,0.065833333,0.0725,0.120290986,0.085983767,0.06333519,0.088381927,0.049451796,0.037344286,7,3.923868589,0.964822793,188,0.749338695,152.0237708,179.4712509,34719,0.099492921,0.708392351,2019,Cosley,plastron Cosley ,plastron Cosley ,0.874345897,tub8,tub8
P111,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub8,18-162,captive,N,juvenile,PW15,35.31,59.51,48.66,54.61,32.02,24.62,24,1.94,1.23,1.4,1.78,1.1,0.06,0.080833333,0.05125,0.058333333,0.074166667,0.045833333,0.0025,0.091779416,0.076592403,0.057803118,0.076176952,0.035498196,0.032760526,7,3.797528379,0.952133555,160,0.748255827,139.4896208,153.9987989,32249,0.099492921,0.646584875,2019,Cosley,plastron Cosley ,plastron Cosley ,0.572651762,tub8,tub8
P112,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub9,18-135,captive,N,juvenile,TC205H,40.81,61.93,52.19,59.68,35.01,25.49,24,2.77,1.18,2.51,2.34,1.25,0.2,0.115416667,0.049166667,0.104583333,0.0975,0.052083333,0.008333333,0.128065493,0.092393778,0.072873217,0.093295681,0.049597459,0.035769655,7,3.723207132,0.948927524,160,0.733611748,137.3162118,155.7087575,27022,0.099492921,0.683813673,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.065791656,tub9,tub9
P113,2019-05-30,Thursday,C7,plastron,NA,Cosley,tub10,18-131,captive,N,juvenile,PW56,42.72,62.9,50.2,58.9,34.65,26.59,24,0.93,0.41,0.45,0.74,0.34,-0.27,0.03875,0.017083333,0.01875,0.030833333,0.014166667,-0.01125,0.099457553,0.07702598,0.051551816,0.073209485,0.038250205,0.029091916,7,2.737356156,0.851158439,128,0.564167164,102.6607693,121.4388935,39316,0.099492921,0.725297114,2019,Cosley,plastron Cosley ,plastron Cosley ,1.435838989,tub10,tub10
P114,2019-06-05,Wednesday,NA,plastron,NA,PW,marsh1,PW54,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.504034531,0.881121219,147,0.702150459,138.821726,146.7037714,18901,0.13429933,NA,2019,Wild,plastron PW ,plastron Wild ,-1.057718,PW,2019
P115,2019-06-05,Wednesday,NA,plastron,NA,PW,marsh1,PW19,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.326756447,0.919840557,125,0.68901,114.5644228,123.4929986,27379,0.13429933,NA,2019,Wild,plastron PW ,plastron Wild ,-0.022186472,PW,2019
P116,2019-06-05,Wednesday,NA,plastron,NA,PW,marsh1,PW17,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0676541,0.855042497,114,0.647703877,106.6253353,113.0565746,26048,0.13429933,NA,2019,Wild,plastron PW ,plastron Wild ,-0.184759303,PW,2019
P117,2019-06-05,Wednesday,NA,plastron,NA,PW,marsh1,PW11,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.395830023,0.918712224,126,0.702157171,120.5257829,125.9953963,11925,0.13429933,NA,2019,Wild,plastron PW ,plastron Wild ,-1.90979018,PW,2019
P118,2019-06-05,Wednesday,NA,plastron,NA,PW,marsh1,PW56,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.589796923,0.842932415,91,0.574124936,79.59328477,89.88878001,22720,0.13429933,NA,2019,Wild,plastron PW ,plastron Wild ,-0.591252453,PW,2019
P119,2019-06-05,Wednesday,NA,plastron,NA,PW,marsh2,PW16,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91596301,0.948738681,193,0.744099096,178.6791687,191.6581784,22618,0.13429933,NA,2019,Wild,plastron PW ,plastron Wild ,-0.603711077,PW,2019
P12,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub7,18-157,captive,N,juvenile,NA,12.5,39.7,34.63,35.1,23.5,17.56,24,0.76,0.51,0.8,0.57,0.49,0.06,0.031666667,0.02125,0.033333333,0.02375,0.020416667,0.0025,0.155005468,0.102895397,0.071457444,0.098920745,0.050368809,0.040961645,10,3.219690781,0.894764726,175,0.623392876,142.9015979,167.3672411,33211,-1.118731373,0.356125356,2018,Cosley,plastron Cosley ,plastron Cosley ,0.690153688,tub7,tub7
P120,2019-06-05,Wednesday,NA,plastron,NA,PW,marsh3,PW14,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.336616603,0.885225258,147,0.66860268,130.7770995,144.4692326,28031,0.13429933,NA,2019,Wild,plastron PW ,plastron Wild ,0.057451009,PW,2019
P121,2019-06-07,Friday,NA,plastron,NA,TC,TC,TC03-077,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.578737411,0.919861393,197,0.677380165,172.4656756,193.2168987,31623,0.145901466,NA,2019,Wild,plastron TC ,plastron Wild ,0.496190009,TC,2019
P122,2019-06-07,Friday,NA,plastron,NA,TC,TC,TC209H,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.729643394,0.949975604,178,0.719760553,157.9115569,175.2120864,29746,0.145901466,NA,2019,Wild,plastron TC ,plastron Wild ,0.266926896,TC,2019
P123,2019-06-07,Friday,NA,plastron,NA,TC,TC,TC215H,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.408357318,0.928706977,144,0.685811944,132.1216835,142.9250753,30602,0.145901466,NA,2019,Wild,plastron TC ,plastron Wild ,0.371481624,TC,2019
P124,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-121,captive,N,juvenile,NA,71.35,76.25,59.69,70.92,42.4,31.52,43,5.96,2.71,2.13,3.24,1.81,0.78,0.138604651,0.063023256,0.049534884,0.075348837,0.042093023,0.018139535,0.195003648,0.114206027,0.080790753,0.118048008,0.066791729,0.043259129,-20,3.137297863,0.914558303,121,0.654177415,101.8399238,115.8302357,43651,0.505567686,1.00606317,2019,Cosley,plastron Cosley ,plastron Cosley ,1.965330517,tub11,tub11
P125,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-123,captive,N,juvenile,NA,66.9,74.01,58.26,71.33,43.04,31.76,43,7.05,3.89,2.7,4.51,2.8,1.58,0.163953488,0.090465116,0.062790698,0.104883721,0.065116279,0.036744186,0.187924399,0.118260125,0.084386519,0.125300469,0.068659764,0.048127812,-20,3.492771749,0.943349775,136,0.710974378,116.3541048,130.4028379,38188,0.505567686,0.937894294,2019,Cosley,plastron Cosley ,plastron Cosley ,1.298061262,tub11,tub11
P126,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-124,captive,N,juvenile,NA,61.81,73.85,57.57,69.01,40.85,29.17,43,6.04,2.41,1.36,2.65,1.98,1.04,0.140465116,0.056046512,0.031627907,0.061627907,0.046046512,0.024186047,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,-20,3.479493917,0.935560257,143,0.701108775,121.7089705,138.0463659,35012,0.505567686,0.895667295,2019,Cosley,plastron Cosley ,plastron Cosley ,0.910133905,tub11,tub11
P127,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-141,captive,N,juvenile,NA,69.41,74.84,59.39,70.57,41.53,30.88,43,9.19,3.6,2.25,3.42,1.97,1.57,0.21372093,0.08372093,0.052325581,0.079534884,0.045813953,0.036511628,0.201630737,0.130404686,0.091482712,0.126979722,0.066425522,0.052580458,-20,3.399123245,0.932736611,136,0.69191167,117.9969718,131.7443927,34944,0.505567686,0.98356242,2019,Cosley,plastron Cosley ,plastron Cosley ,0.901828156,tub11,tub11
